ID,Name,Type1,Type2,Stat Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Pokedex Entry,Images
233,Porygon2,Normal, ,515,85,80,90,105,95,60,2,This artificial Pokemon evolved thanks to cutting-edge science. It sometimes displays behavior that is not in its programming.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/233.png
234,Stantler,Normal, ,465,73,95,62,85,65,85,2,This Pokemon apparently used to live in much harsher environments and thus it once had stronger psychic powers than it does now.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/234.png
235,Smeargle,Normal, ,250,55,20,35,20,45,75,2,Once a Smeargle reaches adulthood it will have other members of its species leave paw prints on its back.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/235.png
236,Tyrogue,Fighting, ,210,35,35,35,35,35,35,2,This earnest Pokemon battles all sorts of opponents searching for the fighting style that suits it best.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/236.png
237,Hitmontop,Fighting, ,455,50,95,95,35,110,70,2,This Pokemon is adept at dance-like kicks. The horn atop its head is made from the same substance that generally forms fur and claws.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/237.png
238,Smoochum,Ice,Psychic,305,45,30,15,85,65,65,2,If its face gets even slightly dirty Smoochum will bathe immediately. But if its body gets dirty Smoochum doesn’t really seem to care.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/238.png
239,Elekid,Electric, ,360,45,63,37,65,55,95,2,It loves violent thunder. The space between its horns flickers bluish white when it is charging energy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/239.png
240,Magby,Fire, ,365,45,75,37,70,55,83,2,Each and every time it inhales and exhales sparks leak from its mouth and nostrils.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/240.png
241,Miltank,Normal, ,490,95,80,105,40,70,100,2,Miltank produces highly nutritious milk so it’s been supporting the lives of people and other Pokemon since ancient times.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/241.png
242,Blissey,Normal, ,540,255,10,10,75,135,55,2,Anyone who takes even one taste of Blissey’s egg becomes unfailingly caring and pleasant to everyone.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/242.png
243,Raikou,Electric, ,580,90,85,75,115,100,115,2,Raikou embodies the speed of lightning. The roars of this Pokemon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/243.png
244,Entei,Fire, ,580,115,115,85,90,75,100,2,Entei embodies the passion of magma. This Pokemon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/244.png
245,Suicune,Water, ,580,100,75,115,90,115,85,2,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokemon has the power to purify dirty water.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/245.png
246,Larvitar,Rock,Ground,300,50,64,50,45,50,41,2,Born deep underground this Pokemon becomes a pupa after eating enough dirt to make a mountain.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/246.png
247,Pupitar,Rock,Ground,410,70,84,70,65,70,51,2,This pupa flies around wildly by venting with great force the gas pressurized inside its body.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/247.png
248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,Extremely strong it can change the landscape. It is so insolent that it doesn’t care about others.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/248.png
249,Lugia,Psychic,Flying,680,106,90,130,90,154,110,2,Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result this Pokemon chooses to live out of sight deep under the sea.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/249.png
250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90,2,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokemon is said to live at the foot of a rainbow.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/250.png
251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,This Pokemon came from the future by crossing over time. It is thought that so long as Celebi appears a bright and shining future awaits us.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/251.png
252,Treecko,Grass, ,310,40,45,35,65,55,70,3,The small hooks on the soles of its feet latch on to walls and ceilings so it will never fall even while hanging upside down.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/252.png
253,Grovyle,Grass, ,405,50,65,45,85,65,95,3,Its strongly developed thigh muscles give it astounding agility and jumping performance.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/253.png
254,Sceptile,Grass, ,530,70,85,65,105,85,120,3,It agilely flits through the jungle and uses the sharp-edged leaves on its arms to cut down its prey.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/254.png
255,Torchic,Fire, ,310,45,60,40,70,50,45,3,Torchic feels toasty warm if you hug it. It has a flame sac inside its belly and the flames burn continuously as long as Torchic has life in it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/255.png
256,Combusken,Fire,Fighting,405,60,85,60,85,60,55,3,It boosts its concentration by emitting harsh cries. Its kicks have outstanding destructive power.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/256.png
257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,When facing a tough foe it looses flames from its wrists. Its powerful legs let it jump clear over buildings.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/257.png
258,Mudkip,Water, ,310,50,70,50,50,50,40,3,It has the power to crush large boulders into pieces. To rest it buries itself in mud at the bottom of a river.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/258.png
259,Marshtomp,Water,Ground,405,70,85,70,60,70,50,3,Living on muddy ground that provides poor footing has served to train its lower body and caused it to develop sturdy legs.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/259.png
260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,Its arms are hard as rock. With one swing it can break an enormous boulder into pieces.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/260.png
261,Poochyena,Dark, ,220,35,55,35,30,30,35,3,It bares its large fangs and barks vigorously to try to intimidate opponents but this is actually a manifestation of its cowardly nature.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/261.png
262,Mightyena,Dark, ,420,70,90,70,60,60,70,3,They faithfully follow the orders of their leader. Prey targeted by Mightyena is never allowed to escape the outstanding teamwork of its pursuers.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/262.png
263,Zigzagoon,Normal, ,240,38,30,41,30,41,60,3,It walks in zigzag fashion. It’s good at finding items in the grass and even in the ground.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/263.png
264,Linoone,Normal, ,420,78,70,61,50,61,100,3,It charges prey at speeds over 60 mph. However because it can only run straight it often fails.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/264.png
265,Wurmple,Bug, ,195,45,45,35,20,30,20,3,Using the spikes on its rear end Wurmple peels the bark off trees and feeds on the sap that oozes out. This Pokemon’s feet are tipped with suction pads that allow it to cling to glass without slipping.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/265.png
266,Silcoon,Bug, ,205,50,35,55,25,25,15,3,Silcoon tethers itself to a tree branch using silk to keep from falling. There this Pokemon hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/266.png
267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,3,Beautifly’s favorite food is the sweet pollen of flowers. If you want to see this Pokemon just leave a potted flower by an open window. Beautifly is sure to come looking for pollen.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/267.png
268,Cascoon,Bug, ,205,50,35,55,25,25,15,3,Cascoon makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body it hardens. This Pokemon prepares for its evolution inside the cocoon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/268.png
269,Dustox,Bug,Poison,385,60,50,70,50,90,65,3,Dustox is instinctively drawn to light. Swarms of this Pokemon are attracted by the bright lights of cities where they wreak havoc by stripping the leaves off roadside trees for food.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/269.png
270,Lotad,Water,Grass,220,40,30,30,40,50,30,3,The leaf on its head is naturally dirt repellent and will stay clean even after transporting Pokemon that are covered in mud.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/270.png
271,Lombre,Water,Grass,340,60,50,50,60,70,50,3,Old folklore in Kitakami tells of a mischievous child who was reborn as a Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/271.png
272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,There are structures throughout its whole body that produce energy when hit by sound waves with a cheerful rhythm.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/272.png
273,Seedot,Grass, ,220,40,40,50,30,30,30,3,To expand its habitat it pretends to be a nut so that bird Pokemon will pick it up and carry it far away.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/273.png
274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,3,It leads a quiet life deep in the forest. If anything wanders into its territory Nuzleaf will warn the intruder by sounding its grass flute.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/274.png
275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,3,It is said that when Shiftry flaps its leafy fans atop ancient trees chilly winds blow and the season rolls into winter.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/275.png
276,Taillow,Normal,Flying,270,40,55,30,30,30,85,3,Taillow courageously stands its ground against foes however strong they may be. This gutsy Pokemon will remain defiant even after a loss. On the other hand it cries loudly if it becomes hungry.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/276.png
277,Swellow,Normal,Flying,455,60,85,60,75,50,125,3,Swellow flies high above our heads making graceful arcs in the sky. This Pokemon dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by Swellow’s clawed feet preventing escape.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/277.png
278,Wingull,Water,Flying,270,40,30,30,55,30,85,3,It soars high in the sky riding on updrafts like a glider. It carries food tucked in its bill.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/278.png
279,Pelipper,Water,Flying,440,60,50,100,95,70,65,3,It is a flying transporter that carries small Pokemon in its beak. It bobs on the waves to rest its wings.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/279.png
280,Ralts,Psychic,Fairy,198,28,25,25,45,35,40,3,The horns on its head provide a strong power that enables it to sense people’s emotions.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/280.png
281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,50,3,It has a psychic power that enables it to distort the space around it and see into the future.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/281.png
282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,3,To protect its Trainer it will expend all its psychic power to create a small black hole.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png
283,Surskit,Bug,Water,269,40,30,32,50,52,65,3,They usually live on ponds but after an evening shower they may appear on puddles in towns.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/283.png
284,Masquerain,Bug,Flying,454,70,60,62,100,82,80,3,It flaps its four wings to hover and fly freely in any direction—to and fro and sideways.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/284.png
285,Shroomish,Grass, ,295,60,40,60,40,60,35,3,It prefers damp places. By day it remains still in the forest shade. It releases toxic powder from its head.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/285.png
286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,It scatters poisonous spores and throws powerful punches while its foe is hampered by inhaled spores.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/286.png
287,Slakoth,Normal, ,280,60,60,60,35,35,30,3,It sleeps for 20 hours every day. Making drowsy those that see it is one of its abilities.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/287.png
288,Vigoroth,Normal, ,440,80,80,80,55,55,90,3,Its stress level rises if it cannot keep moving constantly. Too much stress makes it feel sick.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/288.png
289,Slaking,Normal, ,670,150,160,100,95,65,100,3,It is the world’s most slothful Pokemon. However it can exert horrifying power by releasing pent-up energy all at once.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/289.png
290,Nincada,Bug,Ground,266,31,45,90,30,30,40,3,Because it lived almost entirely underground it is nearly blind. It uses its antennae instead.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/290.png
291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/291.png
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,3,A most peculiar Pokemon that somehow appears in a Poke Ball when a Nincada evolves.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/292.png
293,Whismur,Normal, ,240,64,51,23,51,23,28,3,The cry of a Whismur is over 100 decibels. If you’re close to a Whismur when it lets out a cry you’ll be stuck with an all-day headache.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/293.png
294,Loudred,Normal, ,360,84,71,43,71,43,48,3,Loudred’s ears serve as speakers and they can put out sound waves powerful enough to blow away a house.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/294.png
295,Exploud,Normal, ,490,104,91,63,91,73,68,3,In the past people would use the loud voices of these Pokemon as a means of communication between distant cities.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/295.png
296,Makuhita,Fighting, ,237,72,60,30,20,30,25,3,It grows stronger by enduring harsh training. It is a gutsy Pokemon that can withstand any attack.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/296.png
297,Hariyama,Fighting, ,474,144,120,60,40,60,50,3,It loves challenging others to tests of strength. It has the power to stop a train with a slap.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/297.png
298,Azurill,Normal,Fairy,190,50,20,40,20,40,20,3,Its tail bounces like a rubber ball. It flings that tail around to fight opponents bigger than itself.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/298.png
299,Nosepass,Rock, ,375,30,45,135,45,90,30,3,The magnet in Nosepass’s nose provides an unerring compass making this Pokemon an excellent partner for Trainers going on a journey.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/299.png
300,Skitty,Normal, ,260,50,45,45,35,35,50,3,Skitty has the habit of becoming fascinated by moving objects and chasing them around. This Pokemon is known to chase after its own tail and become dizzy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/300.png
301,Delcatty,Normal, ,400,70,65,65,55,55,90,3,Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokemon eats and sleeps whenever it decides its daily routines are completely random.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/301.png
302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,3,It dwells in the darkness of caves. It uses its sharp claws to dig up gems to nourish itself.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,It uses its docile-looking face to lull foes into complacency then bites with its huge relentless jaws.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png
304,Aron,Steel,Rock,330,50,70,100,40,40,30,3,It eats iron ore—and sometimes railroad tracks— to build up the steel armor that protects its body.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/304.png
305,Lairon,Steel,Rock,430,60,90,140,50,50,40,3,Lairon live in mountains brimming with spring water and iron ore so these Pokemon often came into conflict with humans in the past.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/305.png
306,Aggron,Steel,Rock,530,70,110,180,60,60,50,3,Aggron has a horn sharp enough to perforate thick iron sheets. It brings down its opponents by ramming into them horn first.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png
307,Meditite,Fighting,Psychic,280,30,40,55,40,55,60,3,It never skips its daily yoga training. It heightens its inner strength through meditation.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/307.png
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,Through yoga training it gained the psychic power to predict its foe’s next move.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png
309,Electrike,Electric, ,295,40,45,40,65,40,65,3,It stores static electricity in its fur for discharging. It gives off sparks if a storm approaches.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/309.png
310,Manectric,Electric, ,475,70,75,60,105,60,105,3,It stimulates its own muscles with electricity so it can move quickly. It eases its soreness with electricity too so it can recover quickly as well.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png
311,Plusle,Electric, ,405,60,50,40,85,75,95,3,It cheers on partners while scattering sparks from its body. It climbs telephone poles to absorb electricity.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png
312,Minun,Electric, ,405,60,40,50,75,85,95,3,Exposure to electricity from Minun and Plusle promotes blood circulation and relaxes muscles.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png
313,Volbeat,Bug, ,430,65,73,75,47,85,85,3,It lives around clean ponds. At night its rear lights up. It converses with others by flashing its light.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png
314,Illumise,Bug, ,430,65,47,75,73,85,85,3,Illumise uses its sweet scent to guide Volbeat having them form over 200 patterns in the night sky.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png
315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,Its flowers give off a relaxing fragrance. The stronger its aroma the healthier the Roselia is.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png
316,Gulpin,Poison, ,302,70,43,53,43,53,40,3,There is nothing its stomach can’t digest. While it is digesting vile overpowering gases are expelled.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png
317,Swalot,Poison, ,467,100,73,83,73,83,55,3,It gulps anything that fits in its mouth. Its special enzymes can dissolve anything.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png
318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,It won’t attack while it’s alone—not even if it spots prey. Instead it waits for other Carvanha to join it and then the Pokemon attack as a group.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,As soon as it catches the scent of prey Sharpedo will jet seawater from its backside hurtling toward the target to attack at 75 mph.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png
320,Wailmer,Water, ,400,130,70,35,70,35,60,3,It shows off by spraying jets of seawater from the nostrils above its eyes. It eats a solid ton of Wishiwashi every day.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png
321,Wailord,Water, ,500,170,90,45,90,45,60,3,It can sometimes knock out opponents with the shock created by breaching and crashing its big body onto the water.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png
322,Numel,Fire,Ground,305,60,60,40,65,45,35,3,Magma of almost 2200 degrees Fahrenheit courses through its body. When it grows cold the magma hardens and slows it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,It lives in the crater of a volcano. It is well known that the humps on its back erupt every 10 years.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png
324,Torkoal,Fire, ,470,70,85,140,85,70,20,3,It burns coal inside its shell for energy. It blows out black soot if it is endangered.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png
325,Spoink,Psychic, ,330,60,25,35,70,80,60,3,Spoink will die if it stops bouncing. The pearl on its head amplifies its psychic powers.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png
326,Grumpig,Psychic, ,470,80,45,65,90,110,80,3,It can perform odd dance steps to influence foes. Its style of dancing became hugely popular overseas.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png
327,Spinda,Normal, ,360,60,60,60,60,60,60,3,Its steps are shaky and stumbling. Walking for a long time makes it feel sick.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png
328,Trapinch,Ground, ,290,45,100,45,45,45,10,3,This Pokemon lives in arid deserts. It patiently awaits prey inside its funnel-shaped nest.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png
329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,Rather than using its underdeveloped wings for flight it rubs them together emitting ultrasonic waves to attack its enemies.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,Known as the Desert Spirit this Pokemon hides in the sandstorms it causes by beating its wings.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png
331,Cacnea,Grass, ,335,50,85,40,85,40,35,3,It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,Packs of them follow travelers through the desert until the travelers can no longer move.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/332.png
333,Swablu,Normal,Flying,310,45,40,60,40,75,50,3,It constantly grooms its cotton-like wings. It takes a shower to clean itself if it becomes dirty.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/333.png
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,If it bonds with a person it will gently envelop the friend with its soft wings then hum.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png
335,Zangoose,Normal, ,458,73,115,60,60,60,90,3,It’s Seviper’s archrival. To threaten those it encounters it fans out the claws on its front paws.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/335.png
336,Seviper,Poison, ,458,73,100,60,100,60,65,3,It sharpens its swordlike tail on hard rocks. It hides in tall grass and strikes unwary prey with venomous fangs.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/336.png
337,Lunatone,Rock,Psychic,460,90,55,65,95,85,70,3,The phase of the moon apparently has some effect on its power. It’s active on the night of a full moon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/337.png
338,Solrock,Rock,Psychic,460,90,95,85,55,65,70,3,When it rotates itself it gives off light similar to the sun thus blinding its foes.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/338.png
339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,Its two whiskers provide a sensitive radar. Even in muddy waters it can detect its prey’s location.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/339.png
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,It is extremely protective of its territory. If any foe approaches it attacks using vicious tremors.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/340.png
341,Corphish,Water, ,308,43,80,65,50,35,35,3,It came from overseas. It is a very hardy creature that will quickly proliferate even in polluted streams.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/341.png
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,Loving to battle this Pokemon pinches all Pokemon that enter its territory with its pincers and throws them out.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/342.png
343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,It moves while spinning around on its single foot. Some Baltoy have been seen spinning on their heads.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/343.png
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,This mysterious Pokemon started life as an ancient clay figurine made over 20000 years ago.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/344.png
345,Lileep,Rock,Grass,355,66,41,77,61,87,23,3,This Pokemon was restored from a fossil. Lileep once lived in warm seas that existed approximately 100000000 years ago.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/345.png
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,It has short legs and can’t walk very fast but its neck and tentacles can extend to over three times their usual length to nab distant prey.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/346.png
347,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,This Pokemon was restored from a fossil. Anorith lived in the ocean about 100000000 years ago hunting with its pair of claws.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/347.png
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,After evolution this Pokemon emerged onto land. Its lower body has become stronger and blows from its tail are devastating.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/348.png
349,Feebas,Water, ,200,20,15,20,10,55,80,3,This tough Pokemon is perfectly fine even in dirty water. However due to its ragged shabby appearance it isn’t popular.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/349.png
350,Milotic,Water, ,540,95,60,79,100,125,81,3,Its lovely scales are described as rainbow-colored. They change color depending on the viewing angle.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/350.png
351,Castform,Normal, ,420,70,70,70,70,70,70,3,Although its form changes with the weather that is apparently the result of a chemical reaction and not the result of its own free will.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png
352,Kecleon,Normal, ,440,60,90,70,60,120,40,3,It changes its hue to blend into its surroundings. If no one takes notice of it for too long it will pout and never reveal itself.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/352.png
353,Shuppet,Ghost, ,295,44,75,35,63,33,45,3,It loves to feed on feelings like envy and malice. Its upright horn catches the emotions of people.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/353.png
354,Banette,Ghost, ,455,64,115,65,83,63,65,3,This Pokemon developed from an abandoned doll that amassed a grudge. It is seen in dark alleys.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png
355,Duskull,Ghost, ,295,20,40,90,30,90,25,3,In the dead of night these Pokemon wander through towns in search of children whose vital energy is a Duskull’s favorite food.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/355.png
356,Dusclops,Ghost, ,455,40,70,130,60,130,25,3,Dusclops is feared because it’s said to pull the soul out of anyone who gazes upon the strange movements of its hands.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/356.png
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,It lives in tropical jungles. The bunch of fruit around its neck is delicious. The fruit grows twice a year.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/357.png
358,Chimecho,Psychic, ,455,75,50,80,95,90,65,3,It uses the sucker on its head to hang from a tree or from eaves. It can produce seven different tones.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/358.png
359,Absol,Dark, ,465,65,130,60,75,60,75,3,Swift as the wind Absol races through fields and mountains. Its curved bow-like horn is acutely sensitive to the warning signs of natural disasters.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png
360,Wynaut,Psychic, ,260,95,23,48,23,48,23,3,It tends to move in a pack. Individuals squash against one another to toughen their spirits.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/360.png
361,Snorunt,Ice, ,300,50,50,50,50,50,50,3,It is said that several Snorunt gather under giant leaves and live together in harmony.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/361.png
362,Glalie,Ice, ,480,80,80,80,80,80,80,3,Its prey is instantaneously frozen stiff by the cold air it exhales from its huge mouth. While they’re in that frozen state it gobbles them up.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png
363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,This Pokemon’s body is covered in blubber and impressively round. It’s faster for Spheal to roll around than walk.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/363.png
364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,Sealeo live on top of drift ice. They go swimming when they’re on the hunt seeking out their prey by scent.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/364.png
365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,Walrein form herds of 20 to 30 individuals. When a threat appears the herd’s leader will protect the group with its life.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/365.png
366,Clamperl,Water, ,345,35,64,85,74,55,32,3,Despite its appearance it’s carnivorous. It clamps down on its prey with both sides of its shell and doesn’t let go until they stop moving.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/366.png
367,Huntail,Water, ,485,55,104,105,94,75,52,3,It’s not the strongest swimmer. It wags its tail to lure in its prey and then gulps them down as soon as they get close.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/367.png
